from;to;pcfrom;ex;opt;pcfrom_recode;N;pcto;ex ;opt;pcto_recode;N;source;;
2004;2005;15511160;;;;;15511148;;;;;prodcom list structure 04 + 05;;
2004;2005;15511163;;B;15511160;;15511148;;;;;prodcom list structure 04 + 05;;
2004;2005;15511165;;B;15511160;;15511148;;;;;prodcom list structure 04 + 05;;
2004;2005;15511167;;B;15511160;;15511148;;;;;prodcom list structure 04 + 05;;
2004;2005;15511200;;;;;15511210;;;;;prodcom list structure 04 + 05;;
2004;2005;15511200;;;;;15511220;;;;;prodcom list structure 04 + 05;;
2004;2005;15511200;;;;;15511230;;;;;prodcom list structure 04 + 05;;
2004;2005;15511200;;;;;15511240;;;;;prodcom list structure 04 + 05;;
2004;2005;15511205;;B;15511200;;15511240;;;;;prodcom list structure 04 + 05;;
2004;2005;15511207;;B;15511200;;15511240;;;;;prodcom list structure 04 + 05;;
2004;2005;15512030;;;;;15512033;;;;;;;
2004;2005;15512030;;;;;15512037;;;;;;;
2004;2005;15512060;;;;;15512063;;;;;;;
2004;2005;15512060;;;;;15512067;;;;;;;
2004;2005;15515243;;;;;15515241;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;15515247;;;;;15515241;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;15515543;;B;15515540;;15515540;;;;;prodcom list structure 04 + 05;;
2004;2005;15515547;;B;15515540;;15515540;;;;;prodcom list structure 04 + 05;;
2004;2005;15711030;;;;;15711033;;;;;;;
2004;2005;15711033;;B;15711030;;15711033;;;;;prodcom list structure 04 + 05;;
2004;2005;15711035;;B;15711030;;15711035;;;;;prodcom list structure 04 + 05;;
2004;2005;15711037;;B;15711030;;15711037;;;;;prodcom list structure 04 + 05;;
2004;2005;15711039;;B;15711030;;15711039;;;;;prodcom list structure 04 + 05;;
2004;2005;15721033;;B;15721030;;15721030;;;;;prodcom list structure 04 + 05;;
2004;2005;15721035;;B;15721030;;15721030;;;;;prodcom list structure 04 + 05;;
2004;2005;15871273;;B;15871270;;15871270;;;;;prodcom list structure 04 + 05;;
2004;2005;15871279;;B;15871270;;15871270;;;;;prodcom list structure 04 + 05;;
2004;2005;15881073;;B;15881070;;15881070;;;;;prodcom list structure 04 + 05;;
2004;2005;15881075;;B;15881070;;15881070;;;;;prodcom list structure 04 + 05;;
2004;2005;15881079;;B;15881070;;15881070;;;;;prodcom list structure 04 + 05;;
2004;2005;15921203;;B;15921200;;15921200;;;;;prodcom list structure 04 + 05;;
2004;2005;15921205;;B;15921200;;15921200;;;;;prodcom list structure 04 + 05;;
2004;2005;15981255;;B;15981250;;15981250;;;;;prodcom list structure 04 + 05;;
2004;2005;15981259;;B;15981250;;15981250;;;;;prodcom list structure 04 + 05;;
2004;2005;17104231;;;;;17104230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17104233;;;;;17104230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17104235;;;;;17104230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17104251;;;;;17104250;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17104252;;;;;17104250;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17104253;;;;;17104250;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17104259;;;;;17104250;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105232;;;;;17105230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105233;;;;;17105230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105235;;;;;17105230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105252;;;;;17105250;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105253;;;;;17105250;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105255;;;;;17105250;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105272;;;;;17105270;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105273;;;;;17105270;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105275;;;;;17105270;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105292;;;;;17105290;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105293;;;;;17105290;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105295;;;;;17105290;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105332;;;;;17105330;;;;;;;
2004;2005;17105333;;;;;17105330;;;;;;;
2004;2005;17105335;;;;;17105330;;;;;;;
2004;2005;17105352;;;;;17105350;;;;;;;
2004;2005;17105353;;;;;17105350;;;;;;;
2004;2005;17105355;;;;;17105350;;;;;;;
2004;2005;17105402;;;;;17105400;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105403;;;;;17105400;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17105405;;;;;17105400;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201022;;;;;17201020;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201025;;;;;17201020;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201029;;;;;17201020;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201032;;;;;17201030;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201035;;;;;17201030;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201039;;;;;17201030;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201042;;;;;17201040;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201045;;;;;17201040;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201049;;;;;17201040;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201082;;;;;17201080;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201085;;;;;17201080;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17201089;;;;;17201080;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17202011;;;;;17202014;;;;;;;
2004;2005;17202012;;;;;17202014;;;;;;;
2004;2005;17202013;;;;;17202017;;;;;;;
2004;2005;17202015;;;;;17202017;;;;;;;
2004;2005;17202043;;;;;17202044;;;;;;;
2004;2005;17202045;;;;;17202044;;;;;;;
2004;2005;17202073;;;;;17202074;;;;;;;
2004;2005;17202075;;;;;17202074;;;;;;;
2004;2005;17203152;;;;;17203150;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203154;;;;;17203150;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203155;;;;;17203150;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203159;;;;;17203150;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203172;;;;;17203170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203175;;;;;17203170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203179;;;;;17203170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203212;;;;;17203210;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203213;;;;;17203210;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203214;;;;;17203210;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203215;;;;;17203210;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203219;;;;;17203210;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203221;;;;;17203220;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203222;;;;;17203220;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203224;;;;;17203220;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203229;;;;;17203220;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203231;;;;;17203230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203232;;;;;17203230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203234;;;;;17203230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203239;;;;;17203230;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203242;;;;;17203240;;;;;;;
2004;2005;17203245;;;;;17203240;;;;;;;
2004;2005;17203249;;;;;17203240;;;;;;;
2004;2005;17203252;;;;;17203250;;;;;;;
2004;2005;17203255;;;;;17203250;;;;;;;
2004;2005;17203259;;;;;17203250;;;;;;;
2004;2005;17203292;;;;;17203290;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203295;;;;;17203290;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203299;;;;;17203290;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203332;;;;;17203330;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203334;;;;;17203330;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17203339;;;;;17203330;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;17543130;;;;;17543140;;;;;;;
2004;2005;17543150;;;;;17543160;;;;;;;
2004;2005;18101001;;B;18101000;;18101000;;;;;prodcom list structure 04 + 05;;
2004;2005;18101003;;B;18101000;;18101000;;;;;prodcom list structure 04 + 05;;
2004;2005;18101005;;B;18101000;;18101000;;;;;prodcom list structure 04 + 05;;
2004;2005;18101007;;B;18101000;;18101000;;;;;prodcom list structure 04 + 05;;
2004;2005;18101009;;B;18101000;;18101000;;;;;prodcom list structure 04 + 05;;
2004;2005;18211121;;;;;18211120;;;;;;;
2004;2005;18211125;;;;;18211120;;;;;;;
2004;2005;18211131;;;;;18211130;;;;;;;
2004;2005;18211135;;;;;18211130;;;;;;;
2004;2005;18211241;;;;;18211240;;;;;;;
2004;2005;18211245;;;;;18211240;;;;;;;
2004;2005;18211251;;;;;18211250;;;;;;;
2004;2005;18211255;;;;;18211250;;;;;;;
2004;2005;18212121;;;;;18212120;;;;;;;
2004;2005;18212125;;;;;18212120;;;;;;;
2004;2005;18212131;;;;;18212130;;;;;;;
2004;2005;18212135;;;;;18212130;;;;;;;
2004;2005;18212241;;;;;18212240;;;;;;;
2004;2005;18212245;;;;;18212240;;;;;;;
2004;2005;18212251;;;;;18212250;;;;;;;
2004;2005;18212255;;;;;18212250;;;;;;;
2004;2005;18222111;;;;;18222110;;;;;;;
2004;2005;18222114;;;;;18222120;;;;;;;
2004;2005;18222115;;;;;18222110;;;;;;;
2004;2005;18222119;;;;;18222120;;;;;;;
2004;2005;18222121;;;;;18222130;;;;;;;
2004;2005;18222125;;;;;18222130;;;;;;;
2004;2005;18222129;;;;;18222130;;;;;;;
2004;2005;18222211;;;;;18222210;;;;;;;
2004;2005;18222214;;;;;18222210;;;;;;;
2004;2005;18222219;;;;;18222210;;;;;;;
2004;2005;18222221;;;;;18222220;;;;;;;
2004;2005;18222224;;;;;18222220;;;;;;;
2004;2005;18222229;;;;;18222220;;;;;;;
2004;2005;18222331;;;;;18222300;;;;;;;
2004;2005;18222334;;;;;18222300;;;;;;;
2004;2005;18222339;;;;;18222300;;;;;;;
2004;2005;18222441;;;;;18222448;;;;;;;
2004;2005;18222443;;;;;18222448;;;;;;;
2004;2005;18222461;;;;;18222460;;;;;;;
2004;2005;18222463;;;;;18222460;;;;;;;
2004;2005;18223111;;;;;18223110;;;;;;;
2004;2005;18223114;;;;;18223120;;;;;;;
2004;2005;18223115;;;;;18223110;;;;;;;
2004;2005;18223119;;;;;18223120;;;;;;;
2004;2005;18223121;;;;;18223130;;;;;;;
2004;2005;18223125;;;;;18223130;;;;;;;
2004;2005;18223129;;;;;18223130;;;;;;;
2004;2005;18223211;;;;;18223210;;;;;;;
2004;2005;18223214;;;;;18223210;;;;;;;
2004;2005;18223219;;;;;18223210;;;;;;;
2004;2005;18223221;;;;;18223220;;;;;;;
2004;2005;18223224;;;;;18223220;;;;;;;
2004;2005;18223229;;;;;18223220;;;;;;;
2004;2005;18223331;;;;;18223330;;;;;;;
2004;2005;18223334;;;;;18223330;;;;;;;
2004;2005;18223339;;;;;18223330;;;;;;;
2004;2005;18223471;;;;;18223470;;;;;;;
2004;2005;18223474;;;;;18223470;;;;;;;
2004;2005;18223475;;;;;18223470;;;;;;;
2004;2005;18223478;;;;;18223470;;;;;;;
2004;2005;18223479;;;;;18223470;;;;;;;
2004;2005;18223481;;;;;18223480;;;;;;;
2004;2005;18223484;;;;;18223480;;;;;;;
2004;2005;18223485;;;;;18223480;;;;;;;
2004;2005;18223489;;;;;18223480;;;;;;;
2004;2005;18223541;;;;;18223548;;;;;;;
2004;2005;18223543;;;;;18223548;;;;;;;
2004;2005;18223544;;;;;18223549;;;;;;;
2004;2005;18223546;;;;;18223549;;;;;;;
2004;2005;18223547;;;;;18223549;;;;;;;
2004;2005;18223559;;;;;18223563;;;;;;;
2004;2005;18223564;;;;;18223563;;;;;;;
2004;2005;18232111;;;;;18232100;;;;;;;
2004;2005;18232115;;;;;18232100;;;;;;;
2004;2005;18232119;;;;;18232100;;;;;;;
2004;2005;18232221;;;;;18232220;;;;;;;
2004;2005;18232229;;;;;18232220;;;;;;;
2004;2005;18232231;;;;;18232230;;;;;;;
2004;2005;18232239;;;;;18232230;;;;;;;
2004;2005;18232241;;;;;18232240;;;;;;;
2004;2005;18232249;;;;;18232240;;;;;;;
2004;2005;18232311;;;;;18232300;;;;;;;
2004;2005;18232315;;;;;18232300;;;;;;;
2004;2005;18232318;;;;;18232300;;;;;;;
2004;2005;18232319;;;;;18232300;;;;;;;
2004;2005;18232431;;;;;18232430;;;;;;;
2004;2005;18232433;;;;;18232430;;;;;;;
2004;2005;18232451;;;;;18232450;;;;;;;
2004;2005;18232452;;;;;18232450;;;;;;;
2004;2005;18232461;;;;;18232460;;;;;;;
2004;2005;18232471;;;;;18232460;;;;;;;
2004;2005;18233030;;;;;18233000;;;;;;;
2004;2005;18233090;;;;;18233000;;;;;;;
2004;2005;18241101;;B;18241100;;18241100;;;;;prodcom list structure 04 + 05;;
2004;2005;18241102;;B;18241100;;18241100;;;;;prodcom list structure 04 + 05;;
2004;2005;18241103;;B;18241100;;18241100;;;;;prodcom list structure 04 + 05;;
2004;2005;18241104;;B;18241100;;18241100;;;;;prodcom list structure 04 + 05;;
2004;2005;18241105;;B;18241100;;18241100;;;;;prodcom list structure 04 + 05;;
2004;2005;18241109;;B;18241100;;18241100;;;;;prodcom list structure 04 + 05;;
2004;2005;18241373;;;;;18241300;;;;;;;
2004;2005;18241375;;;;;18241300;;;;;;;
2004;2005;18242211;;;;;18242210;;;;;;;
2004;2005;18242214;;;;;18242210;;;;;;;
2004;2005;18242215;;;;;18242210;;;;;;;
2004;2005;18242219;;;;;18242210;;;;;;;
2004;2005;18242221;;;;;18242220;;;;;;;
2004;2005;18242224;;;;;18242220;;;;;;;
2004;2005;18242225;;;;;18242220;;;;;;;
2004;2005;18242229;;;;;18242220;;;;;;;
2004;2005;18242311;;;;;18242310;;;;;;;
2004;2005;18242319;;;;;18242310;;;;;;;
2004;2005;18242334;;;;;18242333;;;;;;;
2004;2005;18242339;;;;;18242333;;;;;;;
2004;2005;18242355;;;;;18242353;;;;;;;
2004;2005;18242359;;;;;18242353;;;;;;;
2004;2005;19303127;;;;;19303140;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;19303137;;;;;19303140;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;20301153;;B;20301150;;20301150;;;;;prodcom list structure 04 + 05;;
2004;2005;20301155;;B;20301150;;20301150;;;;;prodcom list structure 04 + 05;;
2004;2005;20301159;;B;20301150;;20301150;;;;;prodcom list structure 04 + 05;;
2004;2005;20301301;;B;20301300;;20301300;;;;;prodcom list structure 04 + 05;;
2004;2005;20301303;;B;20301300;;20301300;;;;;prodcom list structure 04 + 05;;
2004;2005;20301305;;B;20301300;;20301300;;;;;prodcom list structure 04 + 05;;
2004;2005;20301307;;B;20301300;;20301300;;;;;prodcom list structure 04 + 05;;
2004;2005;20301309;;B;20301300;;20301300;;;;;prodcom list structure 04 + 05;;
2004;2005;20511455;;B;20511450;;20511450;;;;;prodcom list structure 04 + 05;;
2004;2005;20511459;;B;20511450;;20511450;;;;;prodcom list structure 04 + 05;;
2004;2005;20521375;;B;20521370;;20521370;;;;;prodcom list structure 04 + 05;;
2004;2005;20521377;;B;20521370;;20521370;;;;;prodcom list structure 04 + 05;;
2004;2005;20521403;;B;20521400;;20521400;;;;;prodcom list structure 04 + 05;;
2004;2005;20521405;;B;20521400;;20521400;;;;;prodcom list structure 04 + 05;;
2004;2005;20521407;;B;20521400;;20521400;;;;;prodcom list structure 04 + 05;;
2004;2005;20521409;;B;20521400;;20521400;;;;;prodcom list structure 04 + 05;;
2004;2005;21111433;;B;21111430;;21111430;;;;;prodcom list structure 04 + 05;;
2004;2005;21111435;;B;21111430;;21111430;;;;;prodcom list structure 04 + 05;;
2004;2005;21111439;;B;21111430;;21111430;;;;;prodcom list structure 04 + 05;;
2004;2005;21211401;;B;21211400;;21211400;;;;;prodcom list structure 04 + 05;;
2004;2005;21211403;;B;21211400;;21211400;;;;;prodcom list structure 04 + 05;;
2004;2005;21211405;;B;21211400;;21211400;;;;;prodcom list structure 04 + 05;;
2004;2005;21211407;;B;21211400;;21211400;;;;;prodcom list structure 04 + 05;;
2004;2005;21211409;;B;21211400;;21211400;;;;;prodcom list structure 04 + 05;;
2004;2005;21211533;;B;21211530;;21211530;;;;;prodcom list structure 04 + 05;;
2004;2005;21211535;;B;21211530;;21211530;;;;;prodcom list structure 04 + 05;;
2004;2005;21211539;;B;21211530;;21211530;;;;;prodcom list structure 04 + 05;;
2004;2005;21221233;;B;21221230;;21221230;;;;;prodcom list structure 04 + 05;;
2004;2005;21221235;;B;21221230;;21221230;;;;;prodcom list structure 04 + 05;;
2004;2005;22112110;;;;;22112170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;22112120;;;;;22112170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;22112130;;;;;22112170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;22112140;;;;;22112170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;22112150;;;;;22112170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;22112160;;;;;22112170;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;22112163;;B;22112160;;22112170;;;;;prodcom list structure 04 + 05;;
2004;2005;22112165;;B;22112160;;22112170;;;;;prodcom list structure 04 + 05;;
2004;2005;22112167;;B;22112160;;22112170;;;;;prodcom list structure 04 + 05;;
2004;2005;22112169;;B;22112160;;22112170;;;;;prodcom list structure 04 + 05;;
2004;2005;22131105;;B;22131100;;22131100;;;;;prodcom list structure 04 + 05;;
2004;2005;22131109;;B;22131100;;22131100;;;;;prodcom list structure 04 + 05;;
2004;2005;22141133;;B;22141130;;22141130;;;;;prodcom list structure 04 + 05;;
2004;2005;22141135;;B;22141130;;22141130;;;;;prodcom list structure 04 + 05;;
2004;2005;22141153;;B;22141150;;22141150;;;;;prodcom list structure 04 + 05;;
2004;2005;22141155;;B;22141150;;22141150;;;;;prodcom list structure 04 + 05;;
2004;2005;22221303;;B;22221300;;22221300;;;;;prodcom list structure 04 + 05;;
2004;2005;22221305;;B;22221300;;22221300;;;;;prodcom list structure 04 + 05;;
2004;2005;22221307;;B;22221300;;22221300;;;;;prodcom list structure 04 + 05;;
2004;2005;22221309;;B;22221300;;22221300;;;;;prodcom list structure 04 + 05;;
2004;2005;22223225;;B;22223220;;22223220;;;;;prodcom list structure 04 + 05;;
2004;2005;22223229;;B;22223220;;22223220;;;;;prodcom list structure 04 + 05;;
2004;2005;22242001;;B;22242000;;22242000;;;;;prodcom list structure 04 + 05;;
2004;2005;22242003;;B;22242000;;22242000;;;;;prodcom list structure 04 + 05;;
2004;2005;22242005;;B;22242000;;22242000;;;;;prodcom list structure 04 + 05;;
2004;2005;22242007;;B;22242000;;22242000;;;;;prodcom list structure 04 + 05;;
2004;2005;23101030;;;;;;;;;;;;
2004;2005;23101050;;;;;;;;;;;;
2004;2005;23101070;;;;;;;;;;;;
2004;2005;23102000;;;;;;;;;;;;
2004;2005;23201140;;;;;;;;;;;;
2004;2005;23201150;;;;;;;;;;;;
2004;2005;23201170;;;;;;;;;;;;
2004;2005;23201200;;;;;;;;;;;;
2004;2005;23201330;;;;;;;;;;;;
2004;2005;23201350;;;;;;;;;;;;
2004;2005;23201370;;;;;;;;;;;;
2004;2005;23201400;;;;;;;;;;;;
2004;2005;23201530;;;;;;;;;;;;
2004;2005;23201550;;;;;;;;;;;;
2004;2005;23201570;;;;;;;;;;;;
2004;2005;23201590;;;;;;;;;;;;
2004;2005;23201630;;;;;;;;;;;;
2004;2005;23201650;;;;;;;;;;;;
2004;2005;23201730;;;;;;;;;;;;
2004;2005;23201750;;;;;;;;;;;;
2004;2005;23201770;;;;;;;;;;;;
2004;2005;23201790;;;;;;;;;;;;
2004;2005;23201830;;;;;;;;;;;;
2004;2005;23201850;;;;;;;;;;;;
2004;2005;23202120;;;;;;;;;;;;
2004;2005;23202130;;;;;;;;;;;;
2004;2005;23202170;;;;;;;;;;;;
2004;2005;23202200;;;;;;;;;;;;
2004;2005;23203100;;;;;;;;;;;;
2004;2005;23203240;;;;;;;;;;;;
2004;2005;23203250;;;;;;;;;;;;
2004;2005;23203270;;;;;;;;;;;;
2004;2005;24111125;;B;24111120;;24111120;;;;;prodcom list structure 04 + 05;;
2004;2005;24111127;;B;24111120;;24111120;;;;;prodcom list structure 04 + 05;;
2004;2005;24111235;;B;24111230;;24111230;;;;;prodcom list structure 04 + 05;;
2004;2005;24111237;;B;24111230;;24111230;;;;;prodcom list structure 04 + 05;;
2004;2005;24143285;;B;24143280;;24143280;;;;;prodcom list structure 04 + 05;;
2004;2005;24143287;;B;24143280;;24143280;;;;;prodcom list structure 04 + 05;;
2004;2005;24163043;;B;24163040;;24163040;;;;;prodcom list structure 04 + 05;;
2004;2005;24163045;;B;24163040;;24163040;;;;;prodcom list structure 04 + 05;;
2004;2005;24163063;;B;24163060;;24163060;;;;;prodcom list structure 04 + 05;;
2004;2005;24163065;;B;24163060;;24163060;;;;;prodcom list structure 04 + 05;;
2004;2005;24164023;;B;24164020;;24164020;;;;;prodcom list structure 04 + 05;;
2004;2005;24164025;;B;24164020;;24164020;;;;;prodcom list structure 04 + 05;;
2004;2005;24164043;;B;24164040;;24164040;;;;;prodcom list structure 04 + 05;;
2004;2005;24164045;;B;24164040;;24164040;;;;;prodcom list structure 04 + 05;;
2004;2005;24164083;;B;24164080;;24164080;;;;;prodcom list structure 04 + 05;;
2004;2005;24164085;;B;24164080;;24164080;;;;;prodcom list structure 04 + 05;;
2004;2005;24164093;;B;24164090;;24164090;;;;;prodcom list structure 04 + 05;;
2004;2005;24164095;;B;24164090;;24164090;;;;;prodcom list structure 04 + 05;;
2004;2005;24165135;;B;24165130;;24165130;;;;;prodcom list structure 04 + 05;;
2004;2005;24165137;;B;24165130;;24165130;;;;;prodcom list structure 04 + 05;;
2004;2005;24165355;;B;24165350;;24165350;;;;;prodcom list structure 04 + 05;;
2004;2005;24165357;;B;24165350;;24165350;;;;;prodcom list structure 04 + 05;;
2004;2005;24165395;;B;24165390;;24165390;;;;;prodcom list structure 04 + 05;;
2004;2005;24165397;;B;24165390;;24165390;;;;;prodcom list structure 04 + 05;;
2004;2005;24165495;;B;24165490;;24165490;;;;;prodcom list structure 04 + 05;;
2004;2005;24165497;;B;24165490;;24165490;;;;;prodcom list structure 04 + 05;;
2004;2005;24165555;;B;24165550;;24165550;;;;;prodcom list structure 04 + 05;;
2004;2005;24165557;;B;24165550;;24165550;;;;;prodcom list structure 04 + 05;;
2004;2005;24165575;;B;24165570;;24165570;;;;;prodcom list structure 04 + 05;;
2004;2005;24165577;;B;24165570;;24165570;;;;;prodcom list structure 04 + 05;;
2004;2005;24165635;;B;24165630;;24165630;;;;;prodcom list structure 04 + 05;;
2004;2005;24165637;;B;24165630;;24165630;;;;;prodcom list structure 04 + 05;;
2004;2005;24165655;;B;24165650;;24165650;;;;;prodcom list structure 04 + 05;;
2004;2005;24165657;;B;24165650;;24165650;;;;;prodcom list structure 04 + 05;;
2004;2005;24201120;;;;;24201180;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;24201170;;;;;24201180;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;24201190;;;;;24201180;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;24201573;;;;;24201570;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;24201575;;;;;24201570;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;24201579;;;;;24201570;;;;;prodcom list structure 04 + 05;Z-code changes, no change in coverage;
2004;2005;24301172;;B;24301170;;24301170;;;;;prodcom list structure 04 + 05;;
2004;2005;24301173;;B;24301170;;24301170;;;;;prodcom list structure 04 + 05;;
2004;2005;24301175;;B;24301170;;24301170;;;;;prodcom list structure 04 + 05;;
2004;2005;24301177;;B;24301170;;24301170;;;;;prodcom list structure 04 + 05;;
2004;2005;24301255;;B;24301250;;24301250;;;;;prodcom list structure 04 + 05;;
2004;2005;24301257;;B;24301250;;24301250;;;;;prodcom list structure 04 + 05;;
2004;2005;24302453;;B;24302450;;24302450;;;;;prodcom list structure 04 + 05;;
2004;2005;24302455;;B;24302450;;24302450;;;;;prodcom list structure 04 + 05;;
2004;2005;24302459;;B;24302450;;24302450;;;;;prodcom list structure 04 + 05;;
2004;2005;24302473;;B;24302470;;24302470;;;;;prodcom list structure 04 + 05;;
2004;2005;24302475;;B;24302470;;24302470;;;;;prodcom list structure 04 + 05;;
2004;2005;24302479;;B;24302470;;24302470;;;;;prodcom list structure 04 + 05;;
2004;2005;24513153;;B;24513150;;24513150;;;;;prodcom list structure 04 + 05;;
2004;2005;24513155;;B;24513150;;24513150;;;;;prodcom list structure 04 + 05;;
2004;2005;24513159;;B;24513150;;24513150;;;;;prodcom list structure 04 + 05;;
2004;2005;24513252;;B;24513250;;24513250;;;;;prodcom list structure 04 + 05;;
2004;2005;24513253;;B;24513250;;24513250;;;;;prodcom list structure 04 + 05;;
2004;2005;24513257;;B;24513250;;24513250;;;;;prodcom list structure 04 + 05;;
2004;2005;24513259;;B;24513250;;24513250;;;;;prodcom list structure 04 + 05;;
2004;2005;24513272;;B;24513270;;24513270;;;;;prodcom list structure 04 + 05;;
2004;2005;24513273;;B;24513270;;24513270;;;;;prodcom list structure 04 + 05;;
2004;2005;24513274;;B;24513270;;24513270;;;;;prodcom list structure 04 + 05;;
2004;2005;24513275;;B;24513270;;24513270;;;;;prodcom list structure 04 + 05;;
