"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit"
"521979","4","550610000080","550600000080","5506 10 00","5506"," -  Of nylon or other polyamides","Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning","-"
"521980","4","550620000080","550600000080","5506 20 00","5506"," -  Of polyesters","Staple fibres of polyesters, carded, combed or otherwise processed for spinning","-"
"521981","4","550630000080","550600000080","5506 30 00","5506"," -  Acrylic or modacrylic","Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning","-"
"521982","4","550690000080","550600000080","5506 90","5506"," -  Other","Synthetic staple fibres carded, combed or otherwise processed for spinning (excl. acrylic, modacrylic, polyester, nylon or other polyamides)",
"521983","5","550690100080","550690000080","5506 90 10","5506 90"," - - Chlorofibres","Staple chlorofibres, carded, combed or otherwise processed for spinning","-"
"521984","5","550690900080","550690000080","5506 90 90","5506 90"," - - Other","Synthetic staple fibres, carded, combed or otherwise processed for spinning (excl. acrylic, modacrylic, polyesters, nylon or other polyamides, and staple chlorofibres)","-"
"521985","3","550700000080","550020000090","5507 00 00","55"," Artificial staple fibres, carded, combed or otherwise processed for spinning","Artificial staple fibres, carded, combed or otherwise processed for spinning","-"
"521986","3","550800000080","550020000090","5508","55"," Sewing thread of man-made staple fibres, whether or not put up for retail sale","Sewing thread of man-made staple fibres, whether or not put up for retail sale",
"521987","4","550810000080","550800000080","5508 10","5508"," -  Of synthetic staple fibres","Sewing thread of synthetic staple fibres, whether or not put up for retail sale",
"521988","5","550810110010","550810000080",,"5508 10"," - - Not put up for retail sale",,
"521989","6","550810110080","550810110010","5508 10 11",," - - - Of polyesters","Sewing thread of polyester staple fibres (excl. that put up for retail sale)","-"
"521990","6","550810190080","550810110010","5508 10 19",," - - - Other","Sewing thread of synthetic staple fibres (excl. that put up for retail sale and that of polyester staple fibres)","-"
"521991","5","550810900080","550810000080","5508 10 90","5508 10"," - - Put up for retail sale","Sewing thread of synthetic staple fibres, put up for retail sale","-"
"521992","4","550820000080","550800000080","5508 20","5508"," -  Of artificial staple fibres","Sewing thread of artificial staple fibres, whether or not put up for retail sale",
"521993","5","550820100080","550820000080","5508 20 10","5508 20"," - - Not put up for retail sale","Sewing thread of artificial staple fibres (excl. that put up for retail sale)","-"
"521994","5","550820900080","550820000080","5508 20 90","5508 20"," - - Put up for retail sale","Sewing thread of artificial staple fibres, put up for retail sale","-"
"521995","3","550900000080","550020000090","5509","55"," Yarn (other than sewing thread) of synthetic staple fibres, not put up for retail sale","Yarn of synthetic staple fibres (excl. sewing thread and yarn put up for retail sale)",
"521996","4","550911000010","550900000080",,"5509"," -  Containing 85 % or more by weight of staple fibres of nylon or other polyamides",,
"521997","5","550911000080","550911000010","5509 11 00",," - - Single yarn","Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excl. sewing thread and yarn put up for retail sale)","-"
"521998","5","550912000080","550911000010","5509 12 00",," - - Multiple (folded) or cabled yarn","Multiple ""folded"" or cabled yarn containing >= 85% nylon or other polyamide staple fibres by weight (excl. sewing thread and yarn put up for retail sale)","-"
"521999","4","550921000010","550900000080",,"5509"," -  Containing 85 % or more by weight of polyester staple fibres",,
"522000","5","550921000080","550921000010","5509 21",," - - Single yarn","Single yarn containing >= 85% polyester staple fibres by weight (excl. sewing thread and yarn put up for retail sale)",
"522001","6","550921100080","550921000080","5509 21 10","5509 21"," - - - Unbleached or bleached","Single yarn containing >= 85% polyester staple fibres by weight, unbleached or bleached only (excl. sewing thread and yarn put up for retail sale)","-"
"522002","6","550921900080","550921000080","5509 21 90","5509 21"," - - - Other","Single yarn containing >= 85% polyester staple fibres by weight (excl. unbleached or bleached only, sewing thread and yarn put up for retail sale)","-"
"522003","5","550922000080","550921000010","5509 22",," - - Multiple (folded) or cabled yarn","Multiple ""folded"" or cabled yarn containing >= 85% polyester staple fibres by weight (excl. sewing thread and yarn put up for retail sale)",
"522004","6","550922100080","550922000080","5509 22 10","5509 22"," - - - Unbleached or bleached","Multiple ""folded"" or cabled yarn containing >= 85% polyester staple fibres by weight, unbleached or bleached (excl. sewing thread and yarn put up for retail sale)","-"
"522005","6","550922900080","550922000080","5509 22 90","5509 22"," - - - Other","Multiple ""folded"" or cabled yarn containing >= 85% polyester staple fibres by weight (excl. unbleached or bleached, sewing thread and yarn put up for retail sale)","-"
"522006","4","550931000010","550900000080",,"5509"," -  Containing 85 % or more by weight of acrylic or modacrylic staple fibres",,
"522007","5","550931000080","550931000010","5509 31",," - - Single yarn","Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excl. sewing thread and yarn put up for retail sale)",
"522008","6","550931100080","550931000080","5509 31 10","5509 31"," - - - Unbleached or bleached","Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or bleached (excl. sewing thread and yarn put up for retail sale)","-"
"522009","6","550931900080","550931000080","5509 31 90","5509 31"," - - - Other","Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excl. unbleached or bleached, sewing thread and yarn put up for retail sale)","-"
"522010","5","550932000080","550931000010","5509 32",," - - Multiple (folded) or cabled yarn","Multiple ""folded"" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excl. sewing thread and yarn put up for retail sale)",
"522011","6","550932100080","550932000080","5509 32 10","5509 32"," - - - Unbleached or bleached","Multiple ""folded"" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or bleached (excl. sewing thread and yarn put up for retail sale)","-"
"522012","6","550932900080","550932000080","5509 32 90","5509 32"," - - - Other","Multiple ""folded"" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excl. unbleached or bleached, sewing thread and yarn put up for retail sale)","-"
"522013","4","550941000010","550900000080",,"5509"," -  Other yarn, containing 85 % or more by weight of synthetic staple fibres",,
"522014","5","550941000080","550941000010","5509 41",," - - Single yarn","Single yarn containing >= 85% synthetic staple fibres by weight (excl. sewing thread, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)",
"522015","6","550941100080","550941000080","5509 41 10","5509 41"," - - - Unbleached or bleached","Single yarn containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excl. sewing thread, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)","-"
"522016","6","550941900080","550941000080","5509 41 90","5509 41"," - - - Other","Single yarn containing >= 85% synthetic staple fibres by weight (excl. unbleached or bleached, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)","-"
"522017","5","550942000080","550941000010","5509 42",," - - Multiple (folded) or cabled yarn","Multiple ""folded"" or cabled yarn containing >= 85% synthetic staple fibres by weight (excl. sewing thread, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)",
"522018","6","550942100080","550942000080","5509 42 10","5509 42"," - - - Unbleached or bleached","Multiple ""folded"" or cabled yarn containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excl. sewing thread, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)","-"
"522019","6","550942900080","550942000080","5509 42 90","5509 42"," - - - Other","Multiple ""folded"" or cabled yarn containing >= 85% synthetic staple fibres by weight (excl. unbleached or bleached, sewing thread, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)","-"
"522020","4","550951000010","550900000080",,"5509"," -  Other yarn, of polyester staple fibres",,
"522021","5","550951000080","550951000010","5509 51 00",," - - Mixed mainly or solely with artificial staple fibres","Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with artificial staple fibres (excl. sewing thread and yarn put up for retail sale)","-"
"522022","5","550952000080","550951000010","5509 52",," - - Mixed mainly or solely with wool or fine animal hair","Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. sewing thread and yarn put up for retail sale)",
"522023","6","550952100080","550952000080","5509 52 10","5509 52"," - - - Unbleached or bleached","Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with wool or fine animal hair, unbleached or bleached (excl. sewing thread and yarn put up for retail sale)","-"
"522024","6","550952900080","550952000080","5509 52 90","5509 52"," - - - Other","Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. unbleached or bleached, sewing thread and yarn put up for retail sale)","-"
"522025","5","550953000080","550951000010","5509 53 00",," - - Mixed mainly or solely with cotton","Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton (excl. sewing thread and yarn put up for retail sale)","-"
"522026","5","550959000080","550951000010","5509 59 00",," - - Other","Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that mixed principally or solely with cotton, wool, fine animal hair or artificial staple fibres (excl. sewing thread and yarn put up for retail sale)","-"
"522027","4","550961000010","550900000080",,"5509"," -  Other yarn, of acrylic or modacrylic staple fibres",,
"522028","5","550961000080","550961000010","5509 61",," - - Mixed mainly or solely with wool or fine animal hair","Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. sewing thread and yarn put up for retail sale)",
"522029","6","550961100080","550961000080","5509 61 10","5509 61"," - - - Unbleached or bleached","Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with wool or fine animal hair, unbleached or bleached (excl. sewing thread and yarn put up for retail sale)","-"
"522030","6","550961900080","550961000080","5509 61 90","5509 61"," - - - Other","Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. unbleached or bleached, sewing thread and yarn put up for retail sale)","-"
"522031","5","550962000080","550961000010","5509 62 00",," - - Mixed mainly or solely with cotton","Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with cotton (excl. sewing thread and yarn put up for retail sale)","-"
"522032","5","550969000080","550961000010","5509 69 00",," - - Other","Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other than that mixed principally or solely with cotton, wool or fine animal hair (excl. sewing thread and yarn put up for retail sale)","-"
"522033","4","550991000010","550900000080",,"5509"," -  Other yarn",,
"522034","5","550991000080","550991000010","5509 91",," - - Mixed mainly or solely with wool or fine animal hair","Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)",
"522035","6","550991100080","550991000080","5509 91 10","5509 91"," - - - Unbleached or bleached","Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with wool or fine animal hair, unbleached or bleached (excl. sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)","-"
"522036","6","550991900080","550991000080","5509 91 90","5509 91"," - - - Other","Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. unbleached or bleached, sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)","-"
"522037","5","550992000080","550991000010","5509 92 00",," - - Mixed mainly or solely with cotton","Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton (excl. sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)","-"
"522038","5","550999000080","550991000010","5509 99 00",," - - Other","Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that mixed principally or solely with cotton, wool or fine animal hair (excl. sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)","-"
"522039","3","551000000080","550020000090","5510","55"," Yarn (other than sewing thread) of artificial staple fibres, not put up for retail sale","Yarn of artificial staple fibres (excl. sewing thread and yarn put up for retail sale)",
"522040","4","551011000010","551000000080",,"5510"," -  Containing 85 % or more by weight of artificial staple fibres",,
"522041","5","551011000080","551011000010","5510 11 00",," - - Single yarn","Single yarn, containing >= 85% artificial staple fibres by weight (excl. sewing thread and yarn put up for retail sale)","-"
"522042","5","551012000080","551011000010","5510 12 00",," - - Multiple (folded) or cabled yarn","Multiple ""folded"" or cabled yarn containing >= 85% artificial staple fibres by weight (excl. sewing thread and yarn put up for retail sale)","-"
"522043","4","551020000080","551000000080","5510 20 00","5510"," -  Other yarn, mixed mainly or solely with wool or fine animal hair","Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair (excl. sewing thread and yarn put up for retail sale)","-"
"522044","4","551030000080","551000000080","5510 30 00","5510"," -  Other yarn, mixed mainly or solely with cotton","Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton (excl. sewing thread and yarn put up for retail sale)","-"
"522045","4","551090000080","551000000080","5510 90 00","5510"," -  Other yarn","Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that mixed principally or solely with cotton, wool or fine animal hair (excl. sewing thread and yarn put up for retail sale)","-"
"522046","3","551100000080","550020000090","5511","55"," Yarn (other than sewing thread) of man-made staple fibres, put up for retail sale","Yarn of man-made staple fibres, put up for retail sale (excl. sewing thread)",
"522047","4","551110000080","551100000080","5511 10 00","5511"," -  Of synthetic staple fibres, containing 85 % or more by weight of such fibres","Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excl. sewing thread)","-"
"522048","4","551120000080","551100000080","5511 20 00","5511"," -  Of synthetic staple fibres, containing less than 85 % by weight of such fibres","Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail sale (excl. sewing thread)","-"
"522049","4","551130000080","551100000080","5511 30 00","5511"," -  Of artificial staple fibres","Yarn of artificial staple fibres, put up for retail sale (excl. sewing thread)","-"
"522050","3","551200000080","550020000090","5512","55"," Woven fabrics of synthetic staple fibres, containing 85 % or more by weight of synthetic staple fibres","Woven fabrics containing >= 85% synthetic staple fibres by weight",
"522051","4","551211000010","551200000080",,"5512"," -  Containing 85 % or more by weight of polyester staple fibres",,
"522052","5","551211000080","551211000010","5512 11 00",," - - Unbleached or bleached","Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached","m2"
"522053","5","551219000080","551211000010","5512 19",," - - Other","Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different colours, or printed",
"522054","6","551219100080","551219000080","5512 19 10","5512 19"," - - - Printed","Woven fabrics containing >= 85% polyester staple fibres by weight, printed","m2"
"522055","6","551219900080","551219000080","5512 19 90","5512 19"," - - - Other","Woven fabrics containing >= 85% polyester staple fibres by weight, dyed or made of yarn of different colours","m2"
"522056","4","551221000010","551200000080",,"5512"," -  Containing 85 % or more by weight of acrylic or modacrylic staple fibres",,
"522057","5","551221000080","551221000010","5512 21 00",," - - Unbleached or bleached","Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or bleached","m2"
"522058","5","551229000080","551221000010","5512 29",," - - Other","Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of yarn of different colours or printed",
"522059","6","551229100080","551229000080","5512 29 10","5512 29"," - - - Printed","Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, printed","m2"
"522060","6","551229900080","551229000080","5512 29 90","5512 29"," - - - Other","Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed or made of yarn of different colours","m2"
"522061","4","551291000010","551200000080",,"5512"," -  Other",,
"522062","5","551291000080","551291000010","5512 91 00",," - - Unbleached or bleached","Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excl. those of acrylic, modacrylic or polyester staple fibres)","m2"
"522063","5","551299000080","551291000010","5512 99",," - - Other","Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different colours or printed (excl. those of acrylic, modacrylic or polyester staple fibres)",
"522064","6","551299100080","551299000080","5512 99 10","5512 99"," - - - Printed","Woven fabrics containing >= 85% synthetic staple fibres by weight, printed (excl. those of acrylic, modacrylic or polyester staple fibres)","m2"
"522065","6","551299900080","551299000080","5512 99 90","5512 99"," - - - Other","Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed or made of yarn of different colours (excl. those of acrylic, modacrylic or polyester staple fibres)","m2"
"522066","3","551300000080","550020000090","5513","55"," Woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170 g/m2","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m²",
"522067","4","551311000010","551300000080",,"5513"," -  Unbleached or bleached",,
"522068","5","551311000080","551311000010","5513 11",," - - Of polyester staple fibres, plain weave","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached",
"522069","6","551311200080","551311000080","5513 11 20","5513 11"," - - - Of a width of 165 cm or less","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached, with a width of <= 165 cm","m2"
"522070","6","551311900080","551311000080","5513 11 90","5513 11"," - - - Of a width of more than 165 cm","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached, with a width of > 165 cm","m2"
"522071","5","551312000080","551311000010","5513 12 00",," - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, unbleached or bleached","m2"
"522072","5","551313000080","551311000010","5513 13 00",," - - Other woven fabrics of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)","m2"
"522073","5","551319000080","551311000010","5513 19 00",," - - Other woven fabrics","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached (excl. those of polyester staple fibres)","m2"
"522074","4","551321000010","551300000080",,"5513"," -  Dyed",,
"522075","5","551321000080","551321000010","5513 21",," - - Of polyester staple fibres, plain weave","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed",
"522076","6","551321100080","551321000080","5513 21 10","5513 21"," - - - Of a width of 135 cm or less","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed and with a width of <= 135 cm","m2"
"522077","6","551321300080","551321000080","5513 21 30","5513 21"," - - - Of a width of more than 135 cm but not more than 165 cm","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed and with a width of > 135 cm to 165 cm","m2"
"522078","6","551321900080","551321000080","5513 21 90","5513 21"," - - - Of a width of more than 165 cm","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed and with a width of > 165 cm","m2"
"522079","5","551322000080","551321000010","5513 22 00",," - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, dyed","m2"
"522080","5","551323000080","551321000010","5513 23 00",," - - Other woven fabrics of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)","m2"
"522081","5","551329000080","551321000010","5513 29 00",," - - Other woven fabrics","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed (excl. those of polyester staple fibres)","m2"
"522082","4","551331000010","551300000080",,"5513"," -  Of yarns of different colours",,
"522083","5","551331000080","551331000010","5513 31 00",," - - Of polyester staple fibres, plain weave","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², made of yarn of different colours","m2"
"522084","5","551332000080","551331000010","5513 32 00",," - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, made of yarn of different colours","m2"
"522085","5","551333000080","551331000010","5513 33 00",," - - Other woven fabrics of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², made of yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)","m2"
"522086","5","551339000080","551331000010","5513 39 00",," - - Other woven fabrics","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², made of yarn of different colours (excl. those of polyester staple fibres)","m2"
"522087","4","551341000010","551300000080",,"5513"," -  Printed",,
"522088","5","551341000080","551341000010","5513 41 00",," - - Of polyester staple fibres, plain weave","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², printed","m2"
"522089","5","551342000080","551341000010","5513 42 00",," - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, printed","m2"
"522090","5","551343000080","551341000010","5513 43 00",," - - Other woven fabrics of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², printed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)","m2"
"522091","5","551349000080","551341000010","5513 49 00",," - - Other woven fabrics","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², printed (excl. those of polyester staple fibres)","m2"
"522092","3","551400000080","550020000090","5514","55"," Woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight exceeding 170 g/m2","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m²",
"522093","4","551411000010","551400000080",,"5514"," -  Unbleached or bleached",,
"522094","5","551411000080","551411000010","5514 11 00",," - - Of polyester staple fibres, plain weave","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², unbleached or bleached","m2"
"522095","5","551412000080","551411000010","5514 12 00",," - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², in three-thread or four-thread twill, incl. cross twill, unbleached or bleached","m2"
"522096","5","551413000080","551411000010","5514 13 00",," - - Other woven fabrics of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², unbleached or bleached (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)","m2"
"522097","5","551419000080","551411000010","5514 19 00",," - - Other woven fabrics","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², unbleached or bleached (excl. those of polyester staple fibres)","m2"
"522098","4","551421000010","551400000080",,"5514"," -  Dyed",,
"522099","5","551421000080","551421000010","5514 21 00",," - - Of polyester staple fibres, plain weave","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², dyed","m2"
"522100","5","551422000080","551421000010","5514 22 00",," - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², in three-thread or four-thread twill, incl. cross twill, dyed","m2"
"522101","5","551423000080","551421000010","5514 23 00",," - - Other woven fabrics of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², dyed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)","m2"
"522102","5","551429000080","551421000010","5514 29 00",," - - Other woven fabrics","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², dyed (excl. those of polyester staple fibres)","m2"
"522103","4","551431000010","551400000080",,"5514"," -  Of yarns of different colours",,
"522104","5","551431000080","551431000010","5514 31 00",," - - Of polyester staple fibres, plain weave","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², made of yarn of different colours","m2"
"522105","5","551432000080","551431000010","5514 32 00",," - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², in three-thread or four-thread twill, incl. cross twill, made of yarn of different colours","m2"
"522106","5","551433000080","551431000010","5514 33 00",," - - Other woven fabrics of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², made of yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)","m2"
"522107","5","551439000080","551431000010","5514 39 00",," - - Other woven fabrics","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², made of yarn of different colours (excl. those of polyester staple fibres)","m2"
"522108","4","551441000010","551400000080",,"5514"," -  Printed",,
"522109","5","551441000080","551441000010","5514 41 00",," - - Of polyester staple fibres, plain weave","Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², printed","m2"
"522110","5","551442000080","551441000010","5514 42 00",," - - 3-thread or 4-thread twill, including cross twill, of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², in three-thread or four-thread twill, incl. cross twill, printed","m2"
"522111","5","551443000080","551441000010","5514 43 00",," - - Other woven fabrics of polyester staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², printed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)","m2"
"522112","5","551449000080","551441000010","5514 49 00",," - - Other woven fabrics","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², printed (excl. those of polyester staple fibres)","m2"
"522113","3","551500000080","550020000090","5515","55"," Other woven fabrics of synthetic staple fibres","Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other than those mixed principally or solely with cotton",
"522114","4","551511000010","551500000080",,"5515"," -  Of polyester staple fibres",,
"522115","5","551511000080","551511000010","5515 11",," - - Mixed mainly or solely with viscose rayon staple fibres","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres",
"522116","6","551511100080","551511000080","5515 11 10","5515 11"," - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres, unbleached or bleached","m2"
"522117","6","551511300080","551511000080","5515 11 30","5515 11"," - - - Printed","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres, printed","m2"
"522118","6","551511900080","551511000080","5515 11 90","5515 11"," - - - Other","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres, dyed, or made of yarn of different colours","m2"
