"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit","Description of supplementary unit"
"325348","7","731210490080","731210410020","7312 10 49",,"---- Other","Stranded wire, ropes and cables, of iron or steel other than stainless steel, with a maximum cross-sectional dimension of <= 3 mm (excl. electrically insulated, twisted fencing and barbed wire, and plated or coated with copper-zinc alloys [brass])",,
"325349","6","731210610010","731210410010",,,"--- Exceeding 3 mm",,,
"325350","7","731210610020","731210610010",,,"---- Stranded wire",,,
"325351","8","731210610080","731210610020","7312 10 61",,"----- Not coated","Stranded wire, of iron or steel other than stainless, uncoated, with a maximum cross-sectional dimension of > 3 mm (excl. electrically insulated products and twisted fencing wire and barbed wire)",,
"325352","8","731210650010","731210610020",,,"----- Coated",,,
"325353","9","731210650080","731210650010","7312 10 65",,"------ Plated or coated with zinc","Stranded wire, of iron or steel other than stainless, with a maximum cross-sectional dimension of > 3 mm, plated or coated with zinc (excl. electrically insulated products and twisted fencing wire and barbed wire)",,
"325354","9","731210690080","731210650010","7312 10 69",,"------ Other","Stranded wire, of iron or steel other than stainless, with a maximum cross-sectional dimension of > 3 mm, coated (excl. electrically insulated products and twisted fencing wire and barbed wire, and stranded wire plated or coated with zinc)",,
"325355","7","731210810010","731210610010",,,"---- Ropes and cables (including locked coil ropes)",,,
"325356","8","731210810020","731210810010",,,"----- Not coated or only plated or coated with zinc, with a maximum cross-sectional dimension",,,
"325357","9","731210810080","731210810020","7312 10 81",,"------ Exceeding 3 mm but not exceeding 12 mm","Ropes and cables, incl. locked-coil ropes, of iron or steel other than stainless steel, with a maximum cross-sectional dimension of > 3 mm but <= 12 mm, uncoated or only zinc-plated or zinc-coated (other than electrically insulated, fencing and barbed wire)",,
"325358","9","731210830080","731210810020","7312 10 83",,"------ Exceeding 12 mm but not exceeding 24 mm","Ropes and cables, incl. locked-coil ropes, of iron or steel other than stainless steel, with a maximum cross-sectional dimension of > 12 mm but <= 24 mm, uncoated or only zinc-plated or zinc-coated (other than electrically insulated, twisted fencing and barbed wire)",,
"325359","9","731210850080","731210810020","7312 10 85",,"------ Exceeding 24 mm but not exceeding 48 mm","Ropes and cables, incl. locked-coil ropes, of iron or steel other than stainless steel, with a maximum cross-sectional dimension of > 24 mm but <= 48 mm, uncoated or only zinc-plated or zinc-coated (other than electrically insulated, twisted fencing and barbed wire)",,
"325360","9","731210890080","731210810020","7312 10 89",,"------ Exceeding 48 mm","Ropes and cables, incl. locked-coil ropes, of iron or steel other than stainless steel, with a maximum cross-sectional dimension of > 48 mm, uncoated or only zinc-plated or zinc-coated (other than electrically insulated, twisted fencing and barbed wire)",,
"325361","8","731210980080","731210810010","7312 10 98",,"----- Other","Ropes and cables, incl. locked-coil ropes, of iron or steel other than stainless, with a maximum cross-sectional dimension of > 3 mm (excl. uncoated or only zinc-plated or zinc-coated, electrically insulated products and twisted fencing wire and barbed wire, and ropes and cables plated or coated with zinc)",,
"325362","4","731290000080","731200000080","7312 90 00","7312","- Other","Plaited bands, slings and the like, of iron or steel (excl. electrically insulated products)",,
"325363","3","731300000080","730021000090","7313 00 00","73"," Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel","Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel",,
"325364","3","731400000080","730021000090","7314","73"," Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel","Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal of iron or steel (excl. woven products of metal fibres of a kind used for cladding, lining or similar purposes)",,
"325365","4","731412000010","731400000080",,"7314","- Woven cloth",,,
"325366","5","731412000080","731412000010","7314 12 00",,"-- Endless bands for machinery, of stainless steel","Endless bands of stainless steel wire, for machinery",,
"325367","5","731413000080","731412000010","7314 13 00",,"-- Other endless bands for machinery","Endless bands of iron or steel wire (excl. stainless), for machinery",,
"325368","5","731414000080","731412000010","7314 14 00",,"-- Other woven cloth, of stainless steel","Woven cloth, incl. endless bands, of stainless steel wire (excl. woven products of metal fibres of a kind used for cladding, lining or similar purposes and endless bands for machinery)",,
"325369","5","731419000080","731412000010","7314 19 00",,"-- Other","Woven cloth, incl. endless bands, of iron or steel wire (excl. stainless and woven products of metal fibres of a kind used for cladding, lining or similar purposes and endless bands for machinery)",,
"325370","4","731420000080","731400000080","7314 20","7314","- Grill, netting and fencing, welded at the intersection, of wire with a maximum cross-sectional dimension of 3 mm or more and having a mesh size of 100 cm2 or more","Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm², of iron or steel wire with a maximum cross-sectional dimension of >= 3 mm",,
"325371","5","731420100080","731420000080","7314 20 10","7314 20","-- Of ribbed wire","Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm², of ribbed iron or steel wire of a maximum cross-sectional dimension of >= 3 mm",,
"325372","5","731420900080","731420000080","7314 20 90","7314 20","-- Other","Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm², of iron or steel wire, the constituent material of which having a maximum cross-sectional dimension of >= 3 mm (other than of ribbed wire)",,
"325373","4","731431000010","731400000080",,"7314","- Other grill, netting and fencing, welded at the intersection",,,
"325374","5","731431000080","731431000010","7314 31 00",,"-- Plated or coated with zinc","Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated with zinc (excl. products of wire with a maximum cross-sectional dimension of >= 3 mm and having a mesh size of >= 100 cm²)",,
"325375","5","731439000080","731431000010","7314 39 00",,"-- Other","Grill, netting and fencing, of iron or steel wire, welded at the intersection (excl. products of wire with a maximum cross-sectional dimension of >= 3 mm and having a mesh size of >= 100 cm², and grill, netting and fencing plated or coated with zinc)",,
"325376","4","731441000010","731400000080",,"7314","- Other cloth, grill, netting and fencing",,,
"325377","5","731441000080","731441000010","7314 41",,"-- Plated or coated with zinc","Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or coated with zinc",,
"325378","6","731441100080","731441000080","7314 41 10","7314 41","--- Hexagonal netting","Hexagonal netting, of iron or steel wire, not welded at the intersection, plated or coated with zinc",,
"325379","6","731441900080","731441000080","7314 41 90","7314 41","--- Other","Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or coated with zinc (excl. hexagonal netting)",,
"325380","5","731442000080","731441000010","7314 42",,"-- Coated with plastics","Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with plastics",,
"325381","6","731442100080","731442000080","7314 42 10","7314 42","--- Hexagonal netting","Hexagonal netting, of iron or steel wire, not welded at the intersection, coated with plastics",,
"325382","6","731442900080","731442000080","7314 42 90","7314 42","--- Other","Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with plastics (excl. hexagonal netting)",,
"325383","5","731449000080","731441000010","7314 49 00",,"-- Other","Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excl. plated or coated with zinc or coated with plastics)",,
"325384","4","731450000080","731400000080","7314 50 00","7314","- Expanded metal","Expanded metal, of iron or steel",,
"325385","3","731500000080","730021000090","7315","73"," Chain and parts thereof, of iron or steel","Chain and parts thereof, or iron or steel (excl. watch chains, necklace chains and the like, cutting and saw chain, skid chain, scraper chain for conveyors, toothed chain for textile machinery and the like, safety devices with chains for securing doors, measuring chains)",,
"325386","4","731511000010","731500000080",,"7315","- Articulated link chain and parts thereof",,,
"325387","5","731511000080","731511000010","7315 11",,"-- Roller chain","Roller chain of iron or steel",,
"325388","6","731511100080","731511000080","7315 11 10","7315 11","--- Of a kind used for cycles and motorcycles","Roller chain of iron or steel, of a kind used for cycles and motorcycles",,
"325389","6","731511900080","731511000080","7315 11 90","7315 11","--- Other","Roller chain of iron or steel (excl. roller chain of a kind used for cycles and motorcycles)",,
"325390","5","731512000080","731511000010","7315 12 00",,"-- Other chain","Articulated link chain of iron or steel (excl. roller chain)",,
"325391","5","731519000080","731511000010","7315 19 00",,"-- Parts","Parts of articulated link chain, of iron or steel",,
"325392","4","731520000080","731500000080","7315 20 00","7315","- Skid chain","Skid chain for motor vehicles, of iron or steel",,
"325393","4","731581000010","731500000080",,"7315","- Other chain",,,
"325394","5","731581000080","731581000010","7315 81 00",,"-- Stud-link","Stud-link of iron or steel",,
"325395","5","731582000080","731581000010","7315 82",,"-- Other, welded link","Welded link chain of iron or steel (excl. articulated link chain, skid chain and stud-link chain)",,
"325396","6","731582100080","731582000080","7315 82 10","7315 82","--- The constituent material of which has a maximum cross-sectional dimension of 16 mm or less","Welded link chain of iron or steel, the constituent material of which has a maximum cross-sectional dimension of <= 16 mm (excl. articulated link chain, skid chain and stud-link chain)",,
"325397","6","731582900080","731582000080","7315 82 90","7315 82","--- The constituent material of which has a maximum cross-sectional dimension of more than 16 mm","Chains of iron or steel, welded at the intersection, the constituent material of which having a maximum cross-sectional dimension of > 16 mm (excl. articulated link chain, skid chain and stud-link chain)",,
"325398","5","731589000080","731581000010","7315 89 00",,"-- Other","Chain of iron or steel (excl. articulated link chain, skid chain, stud-link chain, welded link chain and parts thereof; watch chains, necklace chains and the like, cutting and saw chain, skid chain, scraper chain for conveyors, toothed chain for textile machinery and the like, safety devices with chains for securing doors, and measuring chains)",,
"325399","4","731590000080","731500000080","7315 90 00","7315","- Other parts","Parts of skid chain, stud-link chain and other chains of heading 7315 (excl. articulated link chain)",,
"325400","3","731600000080","730021000090","7316 00 00","73"," Anchors, grapnels and parts thereof, of iron or steel","Anchors, grapnels and parts thereof, of iron or steel",,
"325401","3","731700000080","730021000090","7317 00","73"," Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper","Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, whether or not with heads of other material (excl. such articles with heads of copper and staples in strips)",,
"325402","4","731700100080","731700000080","7317 00 10","7317 00","- Drawing pins","Drawing pins of iron or steel",,
"325403","4","731700200010","731700000080",,"7317 00","- Other",,,
"325404","5","731700200020","731700200010",,,"-- Cold-pressed from wire",,,
"325405","6","731700200080","731700200020","7317 00 20",,"--- Nails in strips or coils","Nails of iron or steel wire, in strips or coils",,
"325406","6","731700400080","731700200020","7317 00 40",,"--- Nails of steel containing by weight 0,5 % or more of carbon, hardened","Nails of steel wire containing by weight >= 0,5% of carbon, hardened (excl. nails in strips or coils)",,
"325407","6","731700610010","731700200020",,,"--- Other",,,
"325408","7","731700610080","731700610010","7317 00 61",,"---- Plated or coated with zinc","Nails, tacks, corrugated nails, staples and similar articles, of iron or steel wire, plated or coated with zinc (excl. nails in strips or coils, hardened nails containing by weight >= 0,5% of carbon and staples in strips)",,
"325409","7","731700690080","731700610010","7317 00 69",,"---- Other","Nails, tacks, corrugated nails, staples and similar articles, of iron or steel wire, not plated or coated with zinc (excl. nails in strips or coils, hardened nails containing by weight >= 0,5% of carbon, staples in strips and drawing pins)",,
"325410","5","731700900080","731700200010","7317 00 90",,"-- Other","Nails, tacks, corrugated nails, staples and similar articles, of iron or steel (not of iron or steel wire and excl. staples in strips and drawing pins)",,
"325411","3","731800000080","730021000090","7318","73"," Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar articles, of iron or steel","Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers, incl. spring washers, and similar articles, of iron or steel (excl. lag screws, stoppers, plugs and the like, threaded)",,
"325412","4","731811000010","731800000080",,"7318","- Threaded articles",,,
"325413","5","731811000080","731811000010","7318 11 00",,"-- Coach screws","Coach screws of iron or steel",,
"325414","5","731812000080","731811000010","7318 12",,"-- Other wood screws","Wood screws of iron or steel (excl. coach screws)",,
"325415","6","731812100080","731812000080","7318 12 10","7318 12","--- Of stainless steel","Wood screws of stainless steel (excl. coach screws)",,
"325416","6","731812900080","731812000080","7318 12 90","7318 12","--- Other","Wood screws of iron or steel other than stainless (excl. coach screws)",,
"325417","5","731813000080","731811000010","7318 13 00",,"-- Screw hooks and screw rings","Screw hooks and screw rings, of iron or steel",,
"325418","5","731814000080","731811000010","7318 14",,"-- Self-tapping screws","Self-tapping screws, of iron or steel (excl. wook screws)",,
"325419","6","731814100080","731814000080","7318 14 10","7318 14","--- Of stainless steel","Self-tapping screws, of iron or steel other than stainless (excl. wook screws)",,
"325420","6","731814910010","731814000080",,"7318 14","--- Other",,,
"325421","7","731814910080","731814910010","7318 14 91",,"---- Spaced-thread screws","Spaced-thread screws of iron or steel other than stainless",,
"325422","7","731814990080","731814910010","7318 14 99",,"---- Other","Self-tapping screws of iron or steel other than stainless (excl. spaced-thread screws and wood screws)",,
"325423","5","731815000080","731811000010","7318 15",,"-- Other screws and bolts, whether or not with their nuts or washers","Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. coach screws and other wood screws, screw hooks and screw rings, self-tapping screws, lag screws, stoppers, plugs and the like, threaded)",,
"325424","6","731815100080","731815000080","7318 15 10","7318 15","--- Screws, turned from bars, rods, profiles, or wire, of solid section, of a shank thickness not exceeding 6 mm","Screws of iron or steel, turned from bars, rods, profiles, or wire, of solid section, threaded, of a shank thickness of <= 6 mm",,
"325425","6","731815200010","731815000080",,"7318 15","--- Other",,,
"325426","7","731815200080","731815200010","7318 15 20",,"---- For fixing railway track construction material","Screws and bolts, of iron or steel ""whether or not with their nuts and washers"", for fixing railway track construction material (excl. coach screws)",,
"325427","7","731815300010","731815200010",,,"---- Other",,,
"325428","8","731815300020","731815300010",,,"----- Without heads",,,
"325429","9","731815300080","731815300020","7318 15 30",,"------ Of stainless steel","Screws and bolts, of stainless steel ""whether or not with their nuts and washers"", without heads (excl. screws turned from bars, rods, profiles, or wire, of solid section, threaded, of a shank thickness of <= 6 mm, and screws and bolts for fixing railway track construction material)",,
"325430","9","731815410010","731815300020",,,"------ Other, with a tensile strength",,,
"325431","10","731815410080","731815410010","7318 15 41",,"------- Of less than 800 MPa","Screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", without heads, with a tensile strength of < 800 MPa (excl. screws turned from bars, rods, profiles, or wire, of solid section, threaded, of a shank thickness of <= 6 mm, and screws and bolts for fixing railway track construction material)",,
"325432","10","731815490080","731815410010","7318 15 49",,"------- Of 800 MPa or more","Screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", without heads, with a tensile strength of >= 800 MPa (excl. screws turned from bars, rods, profiles, or wire, of solid section, threaded, of a shank thickness of <= 6 mm, and screws and bolts for fixing railway track construction material)",,
"325433","8","731815510010","731815300010",,,"----- With heads",,,
"325434","9","731815510020","731815510010",,,"------ Slotted and cross-recessed screws",,,
"325435","10","731815510080","731815510020","7318 15 51",,"------- Of stainless steel","Slotted and cross-recessed screws and bolts, of stainless steel ""whether or not with their nuts and washers"", with heads (excl. wood screws and self-tapping screws)",,
"325436","10","731815590080","731815510020","7318 15 59",,"------- Other","Slotted and cross-recessed screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", with heads (excl. wood screws and self-tapping screws)",,
"325437","9","731815610010","731815510010",,,"------ Hexagon socket head screws",,,
"325438","10","731815610080","731815610010","7318 15 61",,"------- Of stainless steel","Hexagon socket head screws and bolts, of stainless steel ""whether or not with their nuts and washers"" (excl. wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)",,
"325439","10","731815690080","731815610010","7318 15 69",,"------- Other","Hexagon socket head screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"" (excl. wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)",,
"325440","9","731815700010","731815510010",,,"------ Hexagon bolts",,,
"325441","10","731815700080","731815700010","7318 15 70",,"------- Of stainless steel","Hexagon screws and bolts, of stainless steel ""whether or not with their nuts and washers"", with heads (excl. socket head screws, wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)",,
"325442","10","731815810010","731815700010",,,"------- Other, with a tensile strength",,,
"325443","11","731815810080","731815810010","7318 15 81",,"-------- Of less than 800 MPa","Hexagon screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", with a tensile strength of < 800 MPa, with heads (excl. socket head screws, wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)",,
"325444","11","731815890080","731815810010","7318 15 89",,"-------- Of 800 MPa or more","Hexagon screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", with a tensile strength of >= 800 MPa, with heads (excl. socket head screws, wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)",,
"325445","9","731815900080","731815510010","7318 15 90",,"------ Other","Screws and bolts, of iron or steel ""whether or not with their nuts and washers"", with heads (excl. slotted and cross-recessed screws and bolts, hexagon head screws and bolts; wood screws, self-tapping screws and screws and bolts for fixing railway track construction material, screw hooks, screw rings and lag screws)",,
"325446","5","731816000080","731811000010","7318 16",,"-- Nuts","Nuts of iron or steel",,
"325447","6","731816100080","731816000080","7318 16 10","7318 16","--- Turned from bars, rods, profiles, or wire, of solid section, of a hole diameter not exceeding 6 mm","Nuts of iron or steel, turned from bars, rods, profiles, or wire, of solid section, with an inside diameter of <= 6 mm",,
"325448","6","731816300010","731816000080",,"7318 16","--- Other",,,
"325449","7","731816300080","731816300010","7318 16 30",,"---- Of stainless steel","Nuts of stainless steel (excl. nuts turned from bars, rods, profiles, or wire, of solid section, with an inside diameter of <= 6 mm)",,
"325450","7","731816500010","731816300010",,,"---- Other",,,
"325451","8","731816500080","731816500010","7318 16 50",,"----- Self-locking nuts","Self-locking nuts of iron or steel other than stainless (excl. such articles turned from bars, rods, profiles, or wire, of solid section, with an inside diameter of <= 6 mm)",,
"325452","8","731816910010","731816500010",,,"----- Other, with an inside diameter",,,
"325453","9","731816910080","731816910010","7318 16 91",,"------ Not exceeding 12 mm","Nuts of iron or steel other than stainless, with an inside diameter of <= 12 mm (excl. such articles turned from bars, rods, profiles, or wire, of solid section, with an inside diameter of <= 6 mm, and self-locking nuts)",,
"325454","9","731816990080","731816910010","7318 16 99",,"------ Exceeding 12 mm","Nuts of iron or steel other than stainless, with an inside diameter of > 12 mm (excl. self-locking nuts)",,
"325455","5","731819000080","731811000010","7318 19 00",,"-- Other","Threaded articles, of iron or steel, n.e.s.",,
"325456","4","731821000010","731800000080",,"7318","- Non-threaded articles",,,
"325457","5","731821000080","731821000010","7318 21 00",,"-- Spring washers and other lock washers","Spring washers and other lock washers, of iron or steel",,
"325458","5","731822000080","731821000010","7318 22 00",,"-- Other washers","Washers of iron or steel (excl. spring washers and other lock washers)",,
"325459","5","731823000080","731821000010","7318 23 00",,"-- Rivets","Rivets of iron or steel (excl. tubular and bifurcated rivets for particular uses)",,
"325460","5","731824000080","731821000010","7318 24 00",,"-- Cotters and cotter pins","Cotters and cotter pins, of iron or steel",,
"325461","5","731829000080","731821000010","7318 29 00",,"-- Other","Non-threaded articles, of iron or steel",,
"325462","3","731900000080","730021000090","7319","73"," Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included","Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, n.e.s.",,
"325463","4","731910000080","731900000080","7319 10 00","7319","- Sewing, darning or embroidery needles","Sewing, darning or embroidery needles, for use in the hand, of iron or steel",,
"325464","4","731920000080","731900000080","7319 20 00","7319","- Safety pins","Safety pins of iron or steel",,
"325465","4","731930000080","731900000080","7319 30 00","7319","- Other pins","Pins of iron or steel, n.e.s.",,
"325466","4","731990000080","731900000080","7319 90 00","7319","- Other","Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, of iron or steel (excl. sewing, darning or embroidery needles)",,
"325467","3","732000000080","730021000090","7320","73"," Springs and leaves for springs, of iron or steel","Springs and leaves for springs, of iron or steel (excl. clock and watch springs, springs for sticks and handles of umbrellas or parasols, shock absorbers and torque rod or torsion bar springs of Section 17)",,
"325468","4","732010000080","732000000080","7320 10","7320","- Leaf-springs and leaves therefor","Leaf-springs and leaves therefor, of iron or steel (excl. clock and watch springs and shock absorbers and torque rod or torsion bar springs of Section 17)",,
"325469","5","732010110010","732010000080",,"7320 10","-- Hot-worked",,,
"325470","6","732010110080","732010110010","7320 10 11",,"--- Laminated springs and leaves therefor","Laminated leaf-springs and leaves therefor, of iron or steel",,
"325471","6","732010190080","732010110010","7320 10 19",,"--- Other","Leaf-springs and leaves therefor, of iron or steel, hot-worked (excl. laminated)",,
"325472","5","732010900080","732010000080","7320 10 90","7320 10","-- Other","Leaf-springs and leaves therefor, of iron or steel (excl. hot-worked)",,
"325473","4","732020000080","732000000080","7320 20","7320","- Helical springs","Helical springs, of iron or steel (excl. flat spiral springs, clock and watch springs, springs for sticks and handles of umbrellas or parasols, and shock absorbers of Section 17)",,
"325474","5","732020200080","732020000080","7320 20 20","7320 20","-- Hot-worked","Helical springs, of iron or steel, hot-worked (excl. flat spiral springs, clock and watch springs, springs for sticks and handles of umbrellas or parasols, and shock absorbers of Section 17)",,
"325475","5","732020810010","732020000080",,"7320 20","-- Other",,,
"325476","6","732020810080","732020810010","7320 20 81",,"--- Coil compression springs","Coil compression springs, of iron or steel",,
"325477","6","732020850080","732020810010","7320 20 85",,"--- Coil tension springs","Coil tension springs, of iron or steel",,
"325478","6","732020890080","732020810010","7320 20 89",,"--- Other","Helical springs, of iron or steel (excl. hot-worked, coil compression and coil tension springs)",,
"325479","4","732090000080","732000000080","7320 90","7320","- Other","Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excl. helical springs, spiral springs, leaf-springs and leaves therefor, clock and watch springs, spring washers and other lock washers and shock absorbers and torque rod or torsion bar springs of Section 17)",,
"325480","5","732090100080","732090000080","7320 90 10","7320 90","-- Flat spiral springs","Flat spiral springs, of iron or steel",,
"325481","5","732090300080","732090000080","7320 90 30","7320 90","-- Discs springs","Discs springs, of iron or steel",,
"325482","5","732090900080","732090000080","7320 90 90","7320 90","-- Other","Springs and leaves for springs, of iron or steel (excl. discs springs, flat spiral springs, helical springs, leaf-springs and leaves therefor, clock and watch springs, springs for sticks and handles of umbrellas or parasols, and shock absorbers and torque rod or torsion bar springs of Section 17)",,
"325483","3","732100000080","730021000090","7321","73"," Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel","Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, braziers, gas rings, plate warmers and similar non-electric domestic appliances, and parts thereof of iron or steel (excl. boilers and radiators for central heating, geysers and hot water cylinders)",,
"325484","4","732111000010","732100000080",,"7321","- Cooking appliances and plate warmers",,,
"325485","5","732111000080","732111000010","7321 11",,"-- For gas fuel or for both gas and other fuels","Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of iron or steel, for gas fuel or for both gas and other fuels (excl. large cooking appliances)",,
"325486","6","732111100080","732111000080","7321 11 10","7321 11","--- With oven, including separate ovens","Appliances for baking, frying, grilling and cooking with oven, incl. separate ovens, for domestic use, of iron or steel, for gas fuel or for both gas and other fuels (excl. large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325487","6","732111900080","732111000080","7321 11 90","7321 11","--- Other","Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of iron or steel, for gas fuel or for both gas and other fuels (excl. cooking appliances with oven, separate ovens and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325488","5","732112000080","732111000010","7321 12 00",,"-- For liquid fuel","Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of iron or steel, for liquid fuel (excl. large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325489","5","732113000080","732111000010","7321 13 00",,"-- For solid fuel","Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of iron or steel, for solid fuel (excl. large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325490","4","732181000010","732100000080",,"7321","- Other appliances",,,
"325491","5","732181000080","732181000010","7321 81",,"-- For gas fuel or for both gas and other fuels","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for gas fuel or for both gas and other fuels (excl. cooking appliances, whether or not with oven, separate ovens, plate warmers, central heating boilers, geysers and hot water cylinders and large cooking appliances)",,
"325492","6","732181100080","732181000080","7321 81 10","7321 81","--- With exhaust outlet","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for gas fuel or for both gas and other fuels, with exhaust outlet (excl. cooking appliances, whether or not with oven, separate ovens, plate warmers, central heating boilers, geysers and hot water cylinders and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325493","6","732181900080","732181000080","7321 81 90","7321 81","--- Other","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for gas fuel or for both gas and other fuels, without exhaust outlet (excl. cooking appliances, plate warmers and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325494","5","732182000080","732181000010","7321 82",,"-- For liquid fuel","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for liquid fuel (excl. cooking appliances, whether or not with oven, separate ovens, plate warmers, central heating boilers, geysers, hot water cylinders and large cooking appliances)",,
"325495","6","732182100080","732182000080","7321 82 10","7321 82","--- With exhaust outlet","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for liquid fuel, with exhaust outlet (excl. cooking appliances, whether or not with oven, separate ovens, plate warmers, central heating boilers, geysers, hot water cylinders and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325496","6","732182900080","732182000080","7321 82 90","7321 82","--- Other","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for liquid fuel, without exhaust outlet (excl. cooking appliances, plate warmers and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325497","5","732183000080","732181000010","7321 83 00",,"-- For solid fuel","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for solid fuel (excl. cooking appliances, whether or not with oven, separate ovens, plate warmers, central heating boilers, hot water cylinders and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"325498","4","732190000080","732100000080","7321 90 00","7321","- Parts","Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",,
"325499","3","732200000080","730021000090","7322","73"," Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot-air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel","Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel; air heaters and hot-air distributors, incl. distributors which can also distribute fresh or conditioned air, non-electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel",,
"325500","4","732211000010","732200000080",,"7322","- Radiators and parts thereof",,,
"325501","5","732211000080","732211000010","7322 11 00",,"-- Of cast iron","Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel (excl. parts, elsewhere specified or included, and central-heating boilers)",,
"325502","5","732219000080","732211000010","7322 19 00",,"-- Other","Radiators for central heating, non-electrically heated, and parts thereof, of iron other than cast iron or steel (excl. parts, elsewhere specified or included, and central-heating boilers)",,
"325503","4","732290000080","732200000080","7322 90 00","7322","- Other","Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or conditioned air, non-electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel",,
