"Order","Level","Code","Parent","Code","Parent","Supplementary unit","Description","Self-explanatory texts","Description of supplementary unit","Unit","Explanatory notes","Unit","Illustration","Illustration"
"66044","4","860390000080","860300000080","8603 90 00","8603","p/st","- Other","Self-propelled railway or tramway coaches, vans and trucks (excl. those powered from an external source of electricity and those of heading 8604)","Number of items",,,,,
"66045","3","860400000080","860020000090","8604 00 00","86","p/st","Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)","Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles","Number of items",,,,,
"66046","3","860500000080","860020000090","8605 00 00","86","p/st","Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 8604)","Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches (excl. self-propelled railway or tramway coaches, vans and trucks, railway or tramway maintenance or service vehicles and goods vans and wagons)","Number of items",,,,,
"66047","3","860600000080","860020000090","8606","86",,"Railway or tramway goods vans and wagons, not self-propelled","Railway or tramway goods vans and wagons (excl. self-propelled and luggage vans and post office coaches)",,,,,,
"66048","4","860610000080","860600000080","8606 10 00","8606","p/st","- Tank wagons and the like","Railway or tramway tank wagons and the like (excl. self-propelled)","Number of items",,,,,
"66049","4","860620000080","860600000080","8606 20 00","8606","p/st","- Insulated or refrigerated vans and wagons, other than those of subheading 8606 10","Railway or tramway insulated or refrigerated goods vans and wagons (excl. tank wagons and the like of subheading 8606.10)","Number of items",,,,,
"66050","4","860630000080","860600000080","8606 30 00","8606","p/st","- Self-discharging vans and wagons, other than those of subheading 8606 10 or 8606 20","Railway or tramway self-discharging goods vans and wagons (excl. tank wagons and the like and insulated or refrigerated goods vans and wagons)","Number of items",,,,,
"66051","4","860691000010","860600000080",,"8606",,"- Other",,,,,,,
"66052","5","860691000080","860691000010","8606 91",,,"- - Covered and closed","Railway or tramway goods vans and wagons, covered and closed (excl. self-discharging goods vans and wagons, tank wagons and the like and insulated or refrigerated goods vans and wagons)",,,,,,
"66053","6","860691100080","860691000080","8606 91 10","8606 91","p/st","- - - Specially designed for the transport of highly radioactive materials (Euratom)","Railway or tramway goods vans and wagons, covered and closed, specially designed for the transport of highly radioactive materials [Euratom] (excl. tank wagons and the like and insulated, refrigerated or self-discharging goods vans and wagons)","Number of items",,,,,
"66054","6","860691900080","860691000080","8606 91 90","8606 91","p/st","- - - Other","Railway or tramway goods vans and wagons, covered and closed (excl. those specially designed for the transport of highly radioactive materials, tank wagons and the like and insulated, refrigerated or self-discharging goods vans and wagons)","Number of items",,,,,
"66055","5","860692000080","860691000010","8606 92 00",,"p/st","- - Open, with non-removable sides of a height exceeding 60 cm","Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm (excl. self-discharging wagons)","Number of items",,,,,
"66056","5","860699000080","860691000010","8606 99 00",,"p/st","- - Other","Railway or tramway goods vans and wagons (excl. those specially designed for the transport of highly radioactive materials, tank wagons and the like, insulated, refrigerated or self-discharging goods vans and wagons and open goods vans and wagons with non-removable sides of a height > 60 cm)","Number of items",,,,,
"66057","3","860700000080","860020000090","8607","86",,"Parts of railway or tramway locomotives or rolling stock","Parts of railway or tramway locomotives or rolling stock, n.e.s.",,,,,,
"66058","4","860711000010","860700000080",,"8607",,"- Bogies, bissel-bogies, axles and wheels, and parts thereof",,,,,,,
"66059","5","860711000080","860711000010","8607 11 00",,,"- - Driving bogies and bissel-bogies","Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock",,,,,,
"66060","5","860712000080","860711000010","8607 12 00",,,"- - Other bogies and bissel-bogies","Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excl. driving bogies)",,,,,,
"66061","5","860719000080","860711000010","8607 19",,,"- - Other, including parts","Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives or rolling stock; parts of bogies and bissel-bogies, n.e.s.",,,,,,
"66062","6","860719010010","860719000080",,"8607 19",,"- - - Axles, assembled or not; wheels and parts thereof",,,,,,,
"66063","7","860719010080","860719010010","8607 19 01",,,"- - - - Of cast iron or cast steel","Axles, assembled or not; wheels and parts thereof, of cast iron or cast steel, of railway or tramway locomotives or rolling stock",,,,,,
"66064","7","860719110080","860719010010","8607 19 11",,,"- - - - Of closed-die forged steel","Axles, assembled or not, wheels and parts thereof, of closed-die forged steel, for railway or tramway locomotives or rolling stock",,,,,,
"66065","7","860719180080","860719010010","8607 19 18",,,"- - - - Other","Axles, assembled or not; wheels and parts thereof (excl. 8607.19.01 and 8607.19.11), of railway or tramway locomotives or rolling stock",,,,,,
"66066","6","860719910010","860719000080",,"8607 19",,"- - - Parts of bogies, bissel-bogies and the like",,,,,,,
"66067","7","860719910080","860719910010","8607 19 91",,,"- - - - Of cast iron or cast steel","Parts of bogies, bissel-bogies and the like, of railway or tramway locomotives or rolling stock, of cast iron or cast steel, n.e.s.",,,,,,
"66068","7","860719990080","860719910010","8607 19 99",,,"- - - - Other","Parts of bogies, bissel-bogies and the like, of railway or tramway locomotives or rolling stock (excl. of cast iron or cast steel)",,,,,,
"66069","4","860721000010","860700000080",,"8607",,"- Brakes and parts thereof",,,,,,,
"66070","5","860721000080","860721000010","8607 21",,,"- - Air brakes and parts thereof","Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",,,,,,
"66071","6","860721100080","860721000080","8607 21 10","8607 21",,"- - - Of cast iron or cast steel","Air brakes and parts thereof, of railway or tramway locomotives or rolling stock, of cast iron or cast steel",,,,,,
"66072","6","860721900080","860721000080","8607 21 90","8607 21",,"- - - Other","Air brakes and parts thereof, of railway or tramway locomotives or rolling stock (excl. of cast iron or cast steel)",,,,,,
"66073","5","860729000080","860721000010","8607 29",,,"- - Other","Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling stock, n.e.s.",,,,,,
"66074","6","860729100080","860729000080","8607 29 10","8607 29",,"- - - Of cast iron or cast steel","Brakes and parts thereof, of cast iron or cast steel (excl. air brakes), of railway or tramway locomotives or rolling stock",,,,,,
"66075","6","860729900080","860729000080","8607 29 90","8607 29",,"- - - Other","Brakes and parts thereof (excl. air brakes and of cast iron or cast steel), of railway or tramway locomotives or rolling stock, n.e.s.",,,,,,
"66076","4","860730000080","860700000080","8607 30","8607",,"- Hooks and other coupling devices, buffers, and parts thereof","Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives or rolling stock, n.e.s.",,,,,,
"66077","5","860730010080","860730000080","8607 30 01","8607 30",,"- - Of cast iron or cast steel","Hooks and other coupling devices, buffers, and parts thereof, of cast iron or cast steel, of railway or tramway locomotives or rolling stock, n.e.s.",,,,,,
"66078","5","860730990080","860730000080","8607 30 99","8607 30",,"- - Other","Hooks and other coupling devices, buffers and parts thereof, for railway or tramway locomotives or rolling stock, n.e.s.",,,,,,
"66079","4","860791000010","860700000080",,"8607",,"- Other",,,,,,,
"66080","5","860791000080","860791000010","8607 91",,,"- - Of locomotives","Parts of railway or tramway locomotives, n.e.s.",,,,,,
"66081","6","860791100080","860791000080","8607 91 10","8607 91",,"- - - Axle-boxes and parts thereof","Axle-boxes and parts thereof, for locomotives, n.e.s.",,,,,,
"66082","6","860791910010","860791000080",,"8607 91",,"- - - Other",,,,,,,
"66083","7","860791910080","860791910010","8607 91 91",,,"- - - - Of cast iron or cast steel","Parts of railway or tramway locomotives, of cast iron or cast steel, n.e.s.",,,,,,
"66084","7","860791990080","860791910010","8607 91 99",,,"- - - - Other","Parts of railway or tramway locomotives, n.e.s.",,,,,,
"66085","5","860799000080","860791000010","8607 99",,,"- - Other","Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",,,,,,
"66086","6","860799100080","860799000080","8607 99 10","8607 99",,"- - - Axle-boxes and parts thereof","Axle-boxes and parts thereof, of railway or tramway locomotives or rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",,,,,,
"66087","6","860799300080","860799000080","8607 99 30","8607 99",,"- - - Bodies and parts thereof","Bodies and parts thereof, for rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",,,,,,
"66088","6","860799500080","860799000080","8607 99 50","8607 99",,"- - - Chassis and parts thereof","Chassis and parts thereof, of railway or tramway locomotives or rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",,,,,,
"66089","6","860799900080","860799000080","8607 99 90","8607 99",,"- - - Other","Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",,,,,,
"66090","3","860800000080","860020000090","8608 00","86",,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing","Railway or tramway track fixtures and fittings (excl. sleepers of wood, concrete or steel, sections of track and other track fixtures not yet assembled and railway or tramway track construction material); mechanical, incl. electromechanical, signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing",,,,,,
"66091","4","860800100080","860800000080","8608 00 10","8608 00",,"- Equipment for railways or tramways","Track fixtures and fittings and mechanical signalling, safety or traffic control equipment for railways or tramways (excl. sleepers of wood, concrete or steel, sections of track and other track fixtures not yet assembled and track construction material)",,,,,,
"66092","4","860800300080","860800000080","8608 00 30","8608 00",,"- Other equipment","Mechanical, incl. electromechanical, traffic signalling, safety or control equipment",,,,,,
"66093","4","860800900080","860800000080","8608 00 90","8608 00",,"- Parts","Parts of railway or tramway track fixtures and fittings, mechanical, incl. electromechanical, signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields",,,,,,
"66094","3","860900000080","860020000090","8609 00","86",,"Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport","Containers, incl. containers for the transport of fluids, specially designed and equipped for carriage by one or more modes of transport",,,,,,
"66095","4","860900100080","860900000080","8609 00 10","8609 00","p/st","- Containers with an anti-radiation lead covering, for the transport of radioactive materials (Euratom)","Containers with an anti-radiation lead covering, for the transport of radioactive materials [Euratom]","Number of items",,,,,
"66096","4","860900900080","860900000080","8609 00 90","8609 00","p/st","- Other","Containers specially designed and equipped for carriage by one or more modes of transport (excl. those with an anti-radiation lead covering for the transport of radioactive materials)","Number of items",,,,,
"66097","2","870020000090","860010000090","87"," XVII",,"CHAPTER 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF","VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",,,,,,
"66098","3","870100000080","870020000090","8701","87",,"Tractors (other than tractors of heading 8709)","Tractors (other than tractors of heading 8709)",,,,,,
"66099","4","870110000080","870100000080","8701 10 00","8701","p/st","- Pedestrian-controlled tractors","Pedestrian-controlled agricultural tractors and similar tractors for industry (excl. tractor units for articulated lorries)","Number of items",,,,,
"66100","4","870120000080","870100000080","8701 20","8701",,"- Road tractors for semi-trailers","Road tractors for semi-trailers",,,,,,
"66101","5","870120100080","870120000080","8701 20 10","8701 20","p/st","- - New","Road tractors for semi-trailers, new","Number of items",,,,,
"66102","5","870120900080","870120000080","8701 20 90","8701 20","p/st","- - Used","Road tractors for semi-trailers, used","Number of items",,,,,
"66103","4","870130000080","870100000080","8701 30","8701",,"- Track-laying tractors","Track-laying tractors (excl. pedestrian-controlled)",,,,,,
"66104","5","870130100080","870130000080","8701 30 10","8701 30","p/st","- - Snowgroomers","Snowgroomers","Number of items",,,,,
"66105","5","870130900080","870130000080","8701 30 90","8701 30","p/st","- - Other","Track-laying tractors (excl. pedestrian-controlled and snowgroomers)","Number of items",,,,,
"66106","4","870190000080","870100000080","8701 90","8701",,"- Other","Tractors (excl. those of heading 8709, pedestrian-controlled tractors, road tractors for semi-trailers and track-laying tractors)",,,,,,
"66107","5","870190110010","870190000080",,"8701 90",,"- - Agricultural tractors (excluding pedestrian-controlled tractors) and forestry tractors, wheeled",,,,,,,
"66108","6","870190110020","870190110010",,,,"- - - New, of an engine power",,,,,,,
"66109","7","870190110080","870190110020","8701 90 11",,"p/st","- - - - Not exceeding 18 kW","Agricultural tractors and forestry tractors, wheeled, new, of an engine power <= 18 kW (excl. pedestrian-controlled tractors)","Number of items",,,,,
"66110","7","870190200080","870190110020","8701 90 20",,"p/st","- - - - Exceeding 18 kW but not exceeding 37 kW","Agricultural tractors and forestry tractors, wheeled, new, of an engine power > 18 kW but <= 37 kW (excl. pedestrian-controlled tractors)","Number of items",,,,,
"66111","7","870190250080","870190110020","8701 90 25",,"p/st","- - - - Exceeding 37 kW but not exceeding 59 kW","Agricultural tractors and forestry tractors, wheeled, new, of an engine power > 37 kW but <= 59 kW (excl. pedestrian-controlled tractors)","Number of items",,,,,
"66112","7","870190310080","870190110020","8701 90 31",,"p/st","- - - - Exceeding 59 kW but not exceeding 75 kW","Agricultural tractors and forestry tractors, wheeled, new, of an engine power > 59 kW but <= 75 kW (excl. tractor units for articulated lorries)","Number of items",,,,,
"66113","7","870190350080","870190110020","8701 90 35",,"p/st","- - - - Exceeding 75 kW but not exceeding 90 kW","Agricultural tractors and forestry tractors, wheeled, new, of an engine power > 75 kW but <= 90 kW (excl. tractor units for articulated lorries)","Number of items",,,,,
"66114","7","870190390080","870190110020","8701 90 39",,"p/st","- - - - Exceeding 90 kW","Agricultural tractors and forestry tractors, wheeled, new, of an engine power > 90 kW (excl. tractor units for articulated lorries)","Number of items",,,,,
"66115","6","870190500080","870190110010","8701 90 50",,"p/st","- - - Used","Agricultural tractors and forestry tractors, wheeled, used (excl. tractor units for articulated lorries and pedestrian-controlled tractors)","Number of items",,,,,
"66116","5","870190900080","870190000080","8701 90 90","8701 90","p/st","- - Other","Tractors, incl. tractor units for articulated lorries (excl. tractors of heading 8709, pedestrian-controlled tractors, road tractors for semi-trailers, track-laying tractors and agricultural and forestry tractors)","Number of items",,,,,
"66117","3","870200000080","870020000090","8702","87",,"Motor vehicles for the transport of 10 or more persons, including the driver","Motor vehicles for the transport of >= 10 persons, incl. driver",,,,,,
"66118","4","870210000080","870200000080","8702 10","8702",,"- With compression-ignition internal combustion piston engine (diesel or semi-diesel)","Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition internal combustion piston engine ""diesel or semi-diesel""",,,,,,
"66119","5","870210110010","870210000080",,"8702 10",,"- - Of a cylinder capacity exceeding 2 500 cm³",,,,,,,
"66120","6","870210110080","870210110010","8702 10 11",,"p/st","- - - New","Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"", of a cylinder capacity of > 2.500 cm³, new","Number of items",,,,,
"66121","6","870210190080","870210110010","8702 10 19",,"p/st","- - - Used","Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"", of a cylinder capacity of > 2.500 cm³, used","Number of items",,,,,
"66122","5","870210910010","870210000080",,"8702 10",,"- - Of a cylinder capacity not exceeding 2 500 cm³",,,,,,,
"66123","6","870210910080","870210910010","8702 10 91",,"p/st","- - - New","Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"", of a cylinder capacity of <= 2.500 cm³, new","Number of items",,,,,
"66124","6","870210990080","870210910010","8702 10 99",,"p/st","- - - Used","Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"", of a cylinder capacity of <= 2.500 cm³, used","Number of items",,,,,
"66125","4","870290000080","870200000080","8702 90","8702",,"- Other","Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition internal combustion piston engine ""diesel or semi-diesel"", of a cylinder capacity of > 2.500 cm³, new",,,,,,
"66126","5","870290110010","870290000080",,"8702 90",,"- - With spark-ignition internal combustion piston engine",,,,,,,
"66127","6","870290110020","870290110010",,,,"- - - Of a cylinder capacity exceeding 2 800 cm³",,,,,,,
"66128","7","870290110080","870290110020","8702 90 11",,"p/st","- - - - New","Motor vehicles for the transport of >= 10 persons, incl. driver, with spark-ignition internal combustion piston engine, of a cylinder capacity of > 2.800 cm³, new","Number of items",,,,,
"66129","7","870290190080","870290110020","8702 90 19",,"p/st","- - - - Used","Motor vehicles for the transport of >= 10 persons, incl. driver, with spark-ignition internal combustion piston engine, of a cylinder capacity of > 2.800 cm³, used","Number of items",,,,,
"66130","6","870290310010","870290110010",,,,"- - - Of a cylinder capacity not exceeding 2 800 cm³",,,,,,,
"66131","7","870290310080","870290310010","8702 90 31",,"p/st","- - - - New","Motor vehicles for the transport of >= 10 persons, incl. driver, with spark-ignition internal combustion piston engine, of a cylinder capacity of <= 2.800 cm³, new","Number of items",,,,,
"66132","7","870290390080","870290310010","8702 90 39",,"p/st","- - - - Used","Motor vehicles for the transport of >= 10 persons, incl. driver, with spark-ignition internal combustion piston engine, of a cylinder capacity of <= 2.800 cm³, used","Number of items",,,,,
"66133","5","870290900080","870290000080","8702 90 90","8702 90","p/st","- - With other engines","Motor vehicles for the transport of >= 10 persons, incl. driver, not with internal combustion piston engine","Number of items",,,,,
"66134","3","870300000080","870020000090","8703","87",,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702), including station wagons and racing cars","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars (excl. motor vehicles of heading 8702)",,,,,,
"66135","4","870310000080","870300000080","8703 10","8703",,"- Vehicles specially designed for travelling on snow; golf cars and similar vehicles","Vehicles for the transport of persons on snow; golf cars and similar vehicles",,,,,,
"66136","5","870310110080","870310000080","8703 10 11","8703 10","p/st","- - Vehicles specially designed for travelling on snow,  with compression-ignition internal combustion piston engine (diesel or semi-diesel), or with spark-ignition internal combustion piston engine","Vehicles specially designed for travelling on snow, with internal combustion piston engine","Number of items",,,,,
"66137","5","870310180080","870310000080","8703 10 18","8703 10","p/st","- - Other","Vehicles for the transport of persons on snow, not with internal combustion piston engine; golf cars and similar vehicles","Number of items",,,,,
"66138","4","870321000010","870300000080",,"8703",,"- Other vehicles, with spark-ignition internal combustion reciprocating piston engine",,,,,,,
"66139","5","870321000080","870321000010","8703 21",,,"- - Of a cylinder capacity not exceeding 1 000 cm³","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity <= 1.000 cm³ (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)",,,,,,
"66140","6","870321100080","870321000080","8703 21 10","8703 21","p/st","- - - New","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity <= 1.000 cm³, new (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66141","6","870321900080","870321000080","8703 21 90","8703 21","p/st","- - - Used","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity <= 1.000 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66142","5","870322000080","870321000010","8703 22",,,"- - Of a cylinder capacity exceeding 1 000 cm³ but not exceeding 1 500 cm³","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³ (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)",,,,,,
"66143","6","870322100080","870322000080","8703 22 10","8703 22","p/st","- - - New","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³, new (excl. those of heading 8702 and vehicles for the transport of persons on snow and similar vehicles of subheading 8703.10)","Number of items",,,,,
"66144","6","870322900080","870322000080","8703 22 90","8703 22","p/st","- - - Used","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.000 cm³ but <= 1.500 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66145","5","870323000080","870321000010","8703 23",,,"- - Of a cylinder capacity exceeding 1 500 cm³ but not exceeding 3 000 cm³","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³ (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)",,,,,,
"66146","6","870323110010","870323000080",,"8703 23",,"- - - New",,,,,,,
"66147","7","870323110080","870323110010","8703 23 11",,"p/st","- - - - Motor caravans","Motors caravans with spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, new","Number of items",,,,,
"66148","7","870323190080","870323110010","8703 23 19",,"p/st","- - - - Other","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading No 8702), incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine, of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, new (excl. 8703.10-10 and 8703.23.11)","Number of items",,,,,
"66149","6","870323900080","870323000080","8703 23 90","8703 23","p/st","- - - Used","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 1.500 cm³ but <= 3.000 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66150","5","870324000080","870321000010","8703 24",,,"- - Of a cylinder capacity exceeding 3 000 cm³","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 3.000 cm³ (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)",,,,,,
"66151","6","870324100080","870324000080","8703 24 10","8703 24","p/st","- - - New","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 3.000 cm³, new (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66152","6","870324900080","870324000080","8703 24 90","8703 24","p/st","- - - Used","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity > 3.000 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66153","4","870331000010","870300000080",,"8703",,"- Other vehicles, with compression-ignition internal combustion piston engine (diesel or semi-diesel)",,,,,,,
"66154","5","870331000080","870331000010","8703 31",,,"- - Of a cylinder capacity not exceeding 1 500 cm³","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity <= 1.500 cm³ (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)",,,,,,
"66155","6","870331100080","870331000080","8703 31 10","8703 31","p/st","- - - New","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity <= 1.500 cm³, new (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66156","6","870331900080","870331000080","8703 31 90","8703 31","p/st","- - - Used","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity <= 1.500 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66157","5","870332000080","870331000010","8703 32",,,"- - Of a cylinder capacity exceeding 1 500 cm³ but not exceeding 2 500 cm³","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity > 1.500 cm³ but <= 2.500 cm³ (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)",,,,,,
"66158","6","870332110010","870332000080",,"8703 32",,"- - - New",,,,,,,
"66159","7","870332110080","870332110010","8703 32 11",,"p/st","- - - - Motor caravans","Motor caravans with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity > 1.500 cm³ but <= 2.500 cm³, new","Number of items",,,,,
"66160","7","870332190080","870332110010","8703 32 19",,"p/st","- - - - Other","Motor cars and other motor vehicles, principally designed for the transport of persons, incl. station wagons, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity > 1.500 cm³ but <= 2.500 cm³, new (excl. motor caravans and vehicles specially designed for travelling on snow and other special purpose vehicles of subheading 8703.10)","Number of items",,,,,
"66161","6","870332900080","870332000080","8703 32 90","8703 32","p/st","- - - Used","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity > 1.500 cm³ but <= 2.500 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66162","5","870333000080","870331000010","8703 33",,,"- - Of a cylinder capacity exceeding 2 500 cm³","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity > 2.500 cm³ (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)",,,,,,
"66163","6","870333110010","870333000080",,"8703 33",,"- - - New",,,,,,,
"66164","7","870333110080","870333110010","8703 33 11",,"p/st","- - - - Motor caravans","Motor caravans with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity > 2.500 cm³, new","Number of items",,,,,
"66165","7","870333190080","870333110010","8703 33 19",,"p/st","- - - - Other","Motor cars and other motor vehicles, principally designed for the transport of persons, incl. station wagons, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity > 2.500 cm³, new (excl. motor caravans and vehicles specially designed for travelling on snow and other special purpose vehicles of subheading 8703.10)","Number of items",,,,,
"66166","6","870333900080","870333000080","8703 33 90","8703 33","p/st","- - - Used","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a cylinder capacity > 2.500 cm³, used (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66167","4","870390000080","870300000080","8703 90","8703",,"- Other","Motor cars and other vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with engines other than spark-ignition internal combustion reciprocating piston engine ""diesel or semi-diesel"" (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)",,,,,,
"66168","5","870390100080","870390000080","8703 90 10","8703 90","p/st","- - With electric motors","Motor cars and other vehicles principally designed for the transport of persons, with electric motors (excl. motor vehicles of heading 8702, vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)","Number of items",,,,,
"66169","5","870390900080","870390000080","8703 90 90","8703 90","p/st","- - Other","Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with engines other than spark-ignition internal combustion reciprocating piston engine or electric motors (excl. vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703,10)","Number of items",,,,,
"66170","3","870400000080","870020000090","8704","87",,"Motor vehicles for the transport of goods","Motor vehicles for the transport of goods, incl. chassis with engine and cab",,,,,,
